gender,age,under_30,senior_citizen,number_of_dependents,married,city,zip_code,total_population,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,customer_status,churn_reason,churn_value
Male,27,Yes,No,0,Yes,Tracy,95376,69801,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,103.95,23.28,5231.3,0.0,0,1164.0,6395.3,50,Yes,Yes,Yes,51,Yes,No,No,0,Stayed,Don't know,0
Female,19,Yes,No,0,No,Rancho Santa Margarita,92688,42193,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),84.25,44.85,4589.85,0.0,0,2466.75,7056.6,55,Yes,Yes,Yes,48,Yes,No,No,0,Stayed,Don't know,0
Male,39,No,No,0,Yes,Running Springs,92382,5395,No,Yes,Yes,Yes,Yes,No,No,No,No,DSL,One Year,Yes,Electronic check,42.35,0.0,1716.45,0.0,0,0.0,1716.45,40,Yes,No,No,21,Yes,Offer B,Yes,1,Churned,Attitude of support person,1
Female,60,No,No,0,No,Hayward,94542,11147,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.25,35.88,487.05,0.0,0,215.28,702.33,6,Yes,Yes,No,10,Yes,Offer E,No,0,Stayed,Don't know,0
Female,29,Yes,No,0,Yes,Mather,95655,929,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,DSL,Two Year,No,Credit card (automatic),68.75,12.32,4888.2,0.0,0,887.04,5775.24,72,Yes,Yes,No,59,Yes,Offer A,Yes,6,Stayed,Don't know,0
Male,22,Yes,No,0,Yes,Spring Valley,91977,56100,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),60.25,0.0,4055.5,0.0,120,0.0,4175.5,69,Yes,No,No,59,No,No,Yes,7,Stayed,Don't know,0
Female,47,No,No,0,No,Taft,93268,14937,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,71.1,37.51,71.1,0.0,0,37.51,108.61,1,Yes,Yes,No,10,Yes,No,No,0,Joined,Don't know,0
Male,73,No,Yes,0,Yes,Corning,96021,13840,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),108.5,37.12,6991.9,0.0,0,2338.56,9330.46,63,Yes,Yes,Yes,18,Yes,No,Yes,1,Stayed,Don't know,0
Male,23,Yes,No,0,No,Olancha,93549,318,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,71.35,35.28,71.35,0.0,0,35.28,106.63,1,Yes,Yes,No,51,Yes,No,No,0,Churned,Attitude of support person,1
Male,40,No,No,0,No,Watsonville,95076,81141,Yes,No,No,No,No,No,No,No,No,,One Year,No,Bank transfer (automatic),25.45,32.22,1699.15,0.0,0,2126.52,3825.67,66,No,Yes,Yes,0,No,Offer A,No,0,Stayed,Don't know,0
Male,48,No,No,2,Yes,Lakehead,96051,1236,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,19.55,10.67,1245.6,0.0,0,672.21,1917.81,63,No,Yes,No,0,No,Offer B,Yes,4,Stayed,Don't know,0
Male,50,No,No,2,Yes,Ontario,91764,49474,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Electronic check,21.15,33.9,306.05,0.0,0,406.8,712.85,12,No,Yes,No,0,No,Offer D,Yes,8,Stayed,Don't know,0
Male,56,No,No,0,Yes,Weott,95571,270,No,Yes,Yes,Yes,No,Yes,No,No,No,Cable,Two Year,Yes,Credit card (automatic),38.6,0.0,2345.55,0.0,0,0.0,2345.55,62,Yes,No,No,29,Yes,Offer B,Yes,8,Stayed,Don't know,0
Male,63,No,No,0,No,Midway City,92655,8660,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,20.2,13.08,20.2,0.0,0,13.08,33.28,1,No,Yes,No,0,No,No,No,0,Joined,Don't know,0
Male,50,No,No,2,Yes,Ducor,93218,823,Yes,Yes,No,No,Yes,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,60.2,19.77,563.5,0.0,0,197.7,761.2,10,Yes,Yes,No,12,Yes,Offer D,Yes,5,Stayed,Don't know,0
Male,67,No,Yes,0,No,Keeler,93530,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,Two Year,No,Credit card (automatic),81.35,43.19,4060.9,0.0,0,2116.31,6177.21,49,Yes,Yes,Yes,10,Yes,Offer B,No,0,Stayed,Don't know,0
Female,55,No,No,2,No,Whittier,90606,32148,No,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),49.45,0.0,1031.4,0.0,0,0.0,1031.4,22,Yes,No,No,29,Yes,No,No,0,Stayed,Don't know,0
Female,22,Yes,No,3,Yes,Millville,96062,830,Yes,Yes,Yes,No,Yes,No,No,No,No,DSL,One Year,No,Credit card (automatic),54.75,32.92,3425.35,8.5,0,2041.04,5457.89,62,Yes,Yes,No,71,Yes,Offer B,Yes,5,Stayed,Don't know,0
Female,72,No,Yes,0,No,Wrightwood,92397,4253,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.55,18.2,70.55,0.0,0,18.2,88.75,1,Yes,Yes,No,13,Yes,Offer E,No,0,Churned,Attitude of service provider,1
Female,62,No,No,0,Yes,San Diego,92109,46086,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Bank transfer (automatic),19.5,31.7,146.3,0.0,0,190.2,336.5,6,No,Yes,No,0,No,No,Yes,1,Churned,Competitor made better offer,1
Male,69,No,Yes,0,No,Glendale,91208,16910,Yes,Yes,No,Yes,No,No,No,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,90.05,18.58,4931.8,0.0,0,1003.32,5935.12,54,Yes,Yes,Yes,14,Yes,No,No,0,Stayed,Don't know,0
Female,57,No,No,0,No,San Diego,92109,46086,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.65,22.48,79.65,0.0,0,22.48,102.13,1,Yes,Yes,No,5,Yes,No,No,0,Churned,Competitor made better offer,1
Female,76,No,Yes,0,No,San Diego,92121,4258,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.45,12.91,762.5,0.0,0,116.19,878.69,9,Yes,Yes,Yes,21,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Female,73,No,Yes,2,No,Lucerne,95458,3002,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.35,12.75,3465.05,0.0,0,420.75,3885.8,33,Yes,Yes,Yes,19,Yes,Offer C,No,0,Stayed,Don't know,0
Male,35,No,No,0,No,Lincoln,95648,15286,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),86.55,14.39,5632.55,0.0,0,920.96,6553.51,64,Yes,Yes,Yes,7,Yes,Offer B,No,0,Stayed,Don't know,0
Male,70,No,Yes,0,No,Canyon Country,91351,59259,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.65,7.23,69.65,0.0,0,7.23,76.88,1,Yes,Yes,No,2,Yes,No,No,0,Churned,Don't know,1
Female,74,No,Yes,0,No,Cobb,95426,1591,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.25,31.17,2287.25,0.0,0,841.59,3128.84,27,Yes,Yes,Yes,25,Yes,No,No,0,Churned,Competitor had better devices,1
Male,27,Yes,No,0,No,Richmond,94804,39089,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.25,20.44,1483.25,0.0,140,327.04,1950.29,16,Yes,Yes,No,59,No,No,No,0,Churned,Competitor offered higher download speeds,1
Male,44,No,No,3,No,Oxnard,93030,79736,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.85,42.55,49.85,0.0,0,42.55,92.4,1,Yes,Yes,No,25,Yes,Offer E,No,0,Joined,Don't know,0
Male,80,No,Yes,0,No,Yorkville,95494,335,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),99.1,18.23,6496.15,0.0,0,1184.95,7681.1,65,Yes,Yes,No,3,Yes,Offer B,No,0,Stayed,Don't know,0
Female,68,No,Yes,0,No,Pomona,91768,36057,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),99.65,3.91,7181.25,0.0,0,277.61,7458.86,71,Yes,Yes,Yes,12,Yes,Offer A,No,0,Stayed,Don't know,0
Female,39,No,No,0,No,San Diego,92126,74232,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.75,5.63,799.65,0.0,0,56.3,855.95,10,Yes,Yes,Yes,26,Yes,No,No,0,Churned,Don't know,1
Female,28,Yes,No,0,No,Fresno,93720,45087,No,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,35.1,0.0,446.1,0.0,0,0.0,446.1,13,Yes,No,No,53,Yes,Offer D,No,0,Churned,Attitude of service provider,1
Female,51,No,No,3,Yes,Irvine,92602,2762,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Credit card (automatic),21.1,20.6,490.65,0.0,0,494.4,985.05,24,No,Yes,No,0,No,Offer C,Yes,9,Stayed,Don't know,0
Female,55,No,No,0,Yes,Fullerton,92832,24502,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Two Year,No,Credit card (automatic),35.7,0.0,2545.7,0.0,0,0.0,2545.7,67,Yes,No,No,30,Yes,No,Yes,5,Stayed,Don't know,0
Male,63,No,No,0,No,Studio City,91604,26157,No,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,31.1,0.0,419.7,0.0,0,0.0,419.7,14,Yes,No,No,12,Yes,Offer D,No,0,Stayed,Don't know,0
Male,68,No,Yes,0,Yes,Sheridan,95681,1219,No,Yes,No,No,Yes,Yes,No,No,No,Cable,Two Year,No,Mailed check,34.25,0.0,828.2,0.0,0,0.0,828.2,24,Yes,No,No,28,Yes,No,Yes,3,Stayed,Don't know,0
Female,63,No,No,0,No,Canoga Park,91304,49242,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Mailed check,111.15,23.15,7737.55,46.26,0,1620.5,9311.79,70,Yes,Yes,Yes,17,Yes,No,No,0,Stayed,Don't know,0
Female,44,No,No,0,No,Rescue,95672,3815,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,Yes,Mailed check,20.3,26.37,20.3,0.0,0,26.37,46.67,1,No,Yes,No,0,No,Offer E,No,0,Churned,Long distance charges,1
Male,79,No,Yes,0,Yes,Spring Valley,91978,7863,Yes,No,No,No,No,No,No,No,No,,One Year,No,Credit card (automatic),19.85,22.79,183.15,0.0,0,205.11,388.26,9,No,Yes,No,0,No,No,Yes,3,Stayed,Don't know,0
Male,58,No,No,0,No,Silverado,92676,1859,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,19.5,15.71,225.85,0.0,0,157.1,382.95,10,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Male,39,No,No,0,Yes,Pleasant Grove,95668,901,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,One Year,No,Electronic check,89.75,49.33,5769.6,18.72,0,3206.45,8957.33,65,Yes,Yes,Yes,16,Yes,Offer B,Yes,5,Churned,Network reliability,1
Male,71,No,Yes,0,No,Glendale,91204,17015,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,45.1,15.28,45.1,0.0,0,15.28,60.38,1,Yes,Yes,No,14,Yes,Offer E,No,0,Churned,Attitude of support person,1
Female,59,No,No,0,No,Rancho Palos Verdes,90275,41263,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,One Year,Yes,Credit card (automatic),79.3,6.74,2427.1,0.0,0,202.2,2629.3,30,Yes,Yes,Yes,18,Yes,Offer C,No,0,Stayed,Don't know,0
Male,20,Yes,No,1,No,Esparto,95627,2756,Yes,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,No,Mailed check,44.0,26.63,659.35,0.0,0,346.19,1005.54,13,Yes,Yes,No,27,Yes,Offer D,No,0,Stayed,Don't know,0
Male,52,No,No,0,No,San Diego,92113,47431,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.35,47.82,265.35,0.0,0,191.28,456.63,4,Yes,Yes,Yes,13,Yes,No,No,0,Churned,Attitude of support person,1
Female,31,No,No,0,No,Clarksburg,95612,1417,Yes,No,No,No,No,No,No,No,No,,One Year,No,Mailed check,20.0,46.49,211.95,0.0,0,511.39,723.34,11,No,Yes,No,0,No,Offer D,No,0,Stayed,Don't know,0
Female,21,Yes,No,0,Yes,San Jose,95124,45257,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,113.95,42.68,6891.4,0.0,0,2646.16,9537.56,62,Yes,Yes,Yes,51,Yes,Offer B,Yes,3,Stayed,Don't know,0
Male,58,No,No,0,No,San Diego,92117,51213,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,80.2,26.47,181.1,0.0,10,52.94,244.04,2,Yes,Yes,No,10,No,No,No,0,Churned,Competitor made better offer,1
Male,40,No,No,0,No,Crestline,92325,10484,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.05,15.53,811.65,0.0,0,139.77,951.42,9,Yes,Yes,No,14,Yes,Offer E,No,0,Stayed,Don't know,0
Female,75,No,Yes,0,No,El Nido,95317,808,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Two Year,No,Bank transfer (automatic),104.05,47.86,7413.55,0.0,0,3398.06,10811.61,71,Yes,Yes,Yes,16,Yes,Offer A,No,0,Stayed,Don't know,0
Male,39,No,No,0,Yes,Los Angeles,90014,3524,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),100.35,5.69,5681.1,0.0,0,330.02,6011.12,58,Yes,Yes,Yes,10,Yes,Offer B,Yes,7,Stayed,Don't know,0
Male,25,Yes,No,0,No,Reseda,91335,68018,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Bank transfer (automatic),24.75,29.29,1777.6,0.0,0,2108.88,3886.48,72,No,Yes,Yes,0,No,Offer A,No,0,Stayed,Don't know,0
Female,46,No,No,0,No,Kettleman City,93239,1809,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,45.25,3.55,428.7,44.9,0,35.5,419.3,10,Yes,Yes,No,29,No,Offer D,No,0,Stayed,Don't know,0
Female,57,No,No,0,No,Stirling City,95978,28,Yes,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,56.2,40.22,1093.4,0.0,0,764.18,1857.58,19,Yes,Yes,No,22,Yes,Offer D,No,0,Stayed,Don't know,0
Male,63,No,No,2,Yes,San Jose,95116,51706,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),76.75,15.94,4541.9,0.0,0,940.46,5482.36,59,Yes,Yes,No,19,Yes,No,Yes,1,Stayed,Don't know,0
Male,61,No,No,0,No,Anaheim,92806,34398,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Mailed check,69.9,27.62,3883.3,0.0,0,1491.48,5374.78,54,Yes,Yes,No,24,Yes,Offer B,No,0,Stayed,Don't know,0
Female,74,No,Yes,0,No,San Diego,92122,34902,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,31.61,396.1,0.0,0,126.44,522.54,4,Yes,Yes,Yes,2,Yes,Offer E,No,0,Churned,Competitor made better offer,1
Female,55,No,No,0,Yes,North Fork,93643,3376,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Electronic check,25.25,33.63,1108.2,0.0,0,1412.46,2520.66,42,No,Yes,Yes,0,No,No,Yes,9,Stayed,Don't know,0
Male,49,No,No,2,Yes,Carmel,93923,13121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),111.8,12.57,5443.65,0.0,0,603.36,6047.01,48,Yes,Yes,Yes,18,Yes,No,Yes,10,Stayed,Don't know,0
Female,26,Yes,No,1,No,Indio,92201,56307,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,63.95,5.6,2737.05,0.0,0,240.8,2977.85,43,Yes,Yes,No,30,Yes,No,No,0,Stayed,Don't know,0
Male,39,No,No,0,Yes,Glennville,93226,296,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Credit card (automatic),88.85,41.61,6132.7,0.0,0,2829.48,8962.18,68,Yes,Yes,Yes,14,Yes,No,Yes,2,Stayed,Don't know,0
Female,61,No,No,0,No,Anaheim,92804,81333,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.8,14.42,1001.2,21.53,0,173.04,1152.71,12,Yes,Yes,Yes,14,Yes,Offer D,No,0,Stayed,Don't know,0
Male,47,No,No,0,Yes,Warner Springs,92086,1205,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),60.0,0.0,2193.2,0.0,0,0.0,2193.2,38,Yes,No,No,25,Yes,No,Yes,5,Stayed,Don't know,0
Male,73,No,Yes,0,Yes,San Francisco,94111,3337,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,75.1,45.46,1013.35,0.0,0,636.44,1649.79,14,Yes,Yes,Yes,4,Yes,No,Yes,8,Stayed,Don't know,0
Male,22,Yes,No,0,Yes,South Gate,90280,96267,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),106.3,15.09,7565.35,0.0,0,1086.48,8651.83,72,Yes,Yes,Yes,85,Yes,No,Yes,10,Stayed,Don't know,0
Female,23,Yes,No,1,Yes,Lawndale,90260,33300,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Electronic check,50.55,0.0,565.35,0.0,0,0.0,565.35,11,Yes,No,No,41,Yes,No,Yes,1,Stayed,Don't know,0
Male,58,No,No,0,No,Porter Ranch,91326,28067,Yes,Yes,Yes,Yes,No,No,No,No,No,Cable,One Year,No,Mailed check,56.1,36.47,946.95,0.0,0,619.99,1566.94,17,Yes,Yes,No,15,Yes,No,No,0,Stayed,Don't know,0
Female,31,No,No,0,No,Escondido,92027,48690,No,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),40.7,0.0,449.3,0.0,0,0.0,449.3,10,Yes,No,No,24,Yes,Offer D,No,0,Stayed,Don't know,0
Male,20,Yes,No,0,No,Santa Rosa,95401,36125,Yes,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),72.2,29.98,305.55,0.0,0,119.92,425.47,4,Yes,Yes,Yes,71,Yes,Offer E,No,0,Churned,Service dissatisfaction,1
Male,65,No,Yes,0,Yes,San Jose,95128,32804,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,105.65,33.25,4284.8,0.0,0,1296.75,5581.55,39,Yes,Yes,Yes,26,Yes,No,Yes,1,Churned,Attitude of support person,1
Male,74,No,Yes,0,No,Roseville,95678,30614,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,106.4,17.62,2483.5,0.0,0,405.26,2888.76,23,Yes,Yes,Yes,29,Yes,No,No,0,Churned,Product dissatisfaction,1
Male,33,No,No,1,Yes,Gardena,90247,47758,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.5,36.94,906.85,0.0,0,332.46,1239.31,9,Yes,Yes,No,16,Yes,No,Yes,1,Stayed,Don't know,0
Male,42,No,No,1,Yes,Vallejo,94589,42209,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.55,37.23,284.9,0.0,0,148.92,433.82,4,Yes,Yes,No,23,Yes,No,Yes,1,Stayed,Don't know,0
Female,39,No,No,1,Yes,Scott Bar,96085,88,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),104.5,43.7,3684.95,0.0,0,1573.2,5258.15,36,Yes,Yes,Yes,26,Yes,No,Yes,4,Stayed,Don't know,0
Female,29,Yes,No,0,No,Baker,92309,904,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,One Year,Yes,Mailed check,49.25,0.0,255.6,0.0,0,0.0,255.6,6,Yes,No,No,48,Yes,No,No,0,Stayed,Don't know,0
Female,36,No,No,0,Yes,Greenview,96037,295,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),84.9,1.34,6065.3,0.0,0,96.48,6161.78,72,Yes,Yes,Yes,19,Yes,No,Yes,7,Stayed,Don't know,0
Female,61,No,No,0,No,Berkeley,94709,10147,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,79.65,40.32,604.7,0.0,0,282.24,886.94,7,Yes,Yes,Yes,18,Yes,No,No,0,Churned,Attitude of support person,1
Female,58,No,No,3,Yes,San Bruno,94066,39566,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Mailed check,20.05,35.38,1090.1,0.0,0,1981.28,3071.38,56,No,Yes,No,0,No,No,Yes,10,Stayed,Don't know,0
Female,28,Yes,No,0,No,Salinas,93907,22292,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Mailed check,85.95,40.64,514.6,0.0,0,243.84,758.44,6,Yes,Yes,No,51,Yes,No,No,0,Stayed,Don't know,0
Female,77,No,Yes,0,No,Ventura,93003,46894,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),103.0,36.47,5166.2,0.0,0,1787.03,6953.23,49,Yes,Yes,Yes,21,Yes,Offer B,No,0,Stayed,Don't know,0
Male,35,No,No,0,No,Laguna Hills,92653,48273,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.75,3.49,311.6,0.0,0,52.35,363.95,15,No,Yes,No,0,No,No,No,0,Stayed,Don't know,0
Female,24,Yes,No,3,Yes,Bakersfield,93313,25126,Yes,No,No,No,No,No,No,No,No,,Two Year,Yes,Mailed check,19.65,1.88,451.55,0.0,0,43.24,494.79,23,No,Yes,No,0,No,Offer D,Yes,9,Stayed,Don't know,0
Female,46,No,No,0,No,Gridley,95948,9763,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,80.6,36.68,4299.95,0.0,140,1980.72,6420.67,54,Yes,Yes,No,28,No,No,No,0,Stayed,Don't know,0
Female,25,Yes,No,0,Yes,El Sobrante,94803,25399,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),81.85,6.23,5924.4,0.0,0,442.33,6366.73,71,Yes,Yes,No,58,Yes,Offer A,Yes,4,Stayed,Don't know,0
Male,34,No,No,0,No,Jacumba,91934,699,Yes,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,49.8,4.89,1734.2,0.0,70,166.26,1970.46,34,Yes,Yes,No,27,No,No,No,0,Stayed,Don't know,0
Female,47,No,No,3,Yes,Pinecrest,95364,235,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Electronic check,22.95,13.95,1014.25,0.0,0,585.9,1600.15,42,No,Yes,Yes,0,No,No,Yes,1,Stayed,Don't know,0
Male,54,No,No,3,Yes,Castaic,91384,22177,Yes,No,No,No,No,No,No,No,No,,Two Year,No,Credit card (automatic),19.6,13.43,125.0,0.0,0,107.44,232.44,8,No,Yes,No,0,No,Offer E,Yes,1,Stayed,Don't know,0
Male,43,No,No,0,No,Redondo Beach,90278,37322,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),73.15,8.69,2730.85,0.0,0,338.91,3069.76,39,Yes,Yes,Yes,24,Yes,Offer C,No,0,Stayed,Don't know,0
Female,49,No,No,0,No,Dorris,96023,1162,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.85,16.15,93.85,0.0,0,16.15,110.0,1,Yes,Yes,Yes,12,Yes,Offer E,No,0,Churned,Competitor offered more data,1
Male,27,Yes,No,0,No,Rohnert Park,94928,42544,Yes,No,No,No,No,No,No,No,No,,Month-to-Month,No,Mailed check,19.85,27.47,51.6,0.0,0,54.94,106.54,2,No,Yes,No,0,No,Offer E,No,0,Joined,Don't know,0
Female,66,No,Yes,0,No,Mineral,96063,124,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,106.8,10.6,5347.95,0.0,0,530.0,5877.95,50,Yes,Yes,Yes,14,Yes,Offer B,No,0,Stayed,Don't know,0
Female,26,Yes,No,0,Yes,Bishop,93514,13309,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),97.7,28.59,6869.7,0.0,0,2058.48,8928.18,72,Yes,Yes,Yes,58,Yes,Offer A,Yes,7,Stayed,Don't know,0
Female,55,No,No,0,Yes,San Diego,92103,30202,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.4,17.73,1747.85,0.0,0,425.52,2173.37,24,Yes,Yes,Yes,29,Yes,No,Yes,1,Churned,Attitude of support person,1
Male,20,Yes,No,0,No,Los Angeles,90061,24511,No,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,35.65,0.0,425.1,0.0,0,0.0,425.1,11,Yes,No,No,73,Yes,No,No,0,Stayed,Don't know,0
Female,30,No,No,0,No,San Bernardino,92407,49355,Yes,Yes,No,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,66.85,48.16,458.1,0.0,0,337.12,795.22,7,Yes,Yes,No,85,Yes,No,No,0,Stayed,Don't know,0
Male,55,No,No,0,No,Santa Maria,93454,30540,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.1,7.37,701.3,0.0,0,51.59,752.89,7,Yes,Yes,Yes,6,Yes,No,No,0,Stayed,Don't know,0
